,sighting,报道,citizen,officer,纬度,经度,city,nation,city_interpol,has_weapon,has_hat,has_jacket,behavior
2227,1993-06-02,1993-07-26,Kelly Hernandez,Valerie Griffin,27.52948,68.75915,Khairpur Mir‚Äôs,PK,Karachi,False,True,True,happy
2228,1993-10-14,1993-12-07,Jessica Marsh,Cristina Reynolds,34.56861,105.89333,Beidao,CN,Shanghai,False,True,True,lonely
2229,1994-01-19,1994-01-22,Daniel Russell,Kathleen Hicks,11.93381,79.82979,Puducherry,IN,Kolkata,False,True,True,oblivious
2230,1992-08-09,1992-08-25,Anthony Harrison,Marie Hill,32.05971,34.8732,Ganei Tikva,IL,Jerusalem,False,False,True,panicking
2231,2007-08-24,2007-09-26,Michael Perry,Anita Gray,13.8196,100.04427,Nakhon Pathom,TH,Bangkok,False,True,True,fleeing
2232,1998-03-17,1998-03-24,Christine Wilkins,Robert Baird,28.88162,120.03308,Guli,CN,Shanghai,False,True,True,over-complimenting
2233,1995-11-07,1995-12-13,Cynthia Powell,Kerri Clay,30.35028,112.19028,Jingzhou,CN,Shanghai,False,True,True,sad
2234,1998-08-14,1998-10-06,Andrea Huff,Katelyn Garcia,11.00599,77.5609,Kangayam,IN,Kolkata,True,False,True,scared
2235,2018-04-15,2018-04-19,Melissa Carlson,Shelley Bullock,35.20889,111.73861,Changzhi,CN,Shanghai,False,False,True,oblivious
2236,1989-06-06,1989-07-25,Maria Best,Jacqueline Maldonado,34.9,137.5,Shinshiro,JP,Tokyo,True,False,True,accusatory
2237,2002-07-19,2002-08-07,Geoffrey Williams,Jeffery Lee,37.56667,140.11667,Inawashiro,JP,Tokyo,False,True,True,unhappy
2238,2013-05-01,2013-05-02,Madeline Montoya,Joseph Nguyen,11.12018,76.11996,Manjeri,IN,Kolkata,False,True,True,injured
2239,1995-11-12,1996-01-10,Alexis Cameron,Linda Porter DVM,6.84019,79.87116,Dehiwala-Mount Lavinia,LK,Colombo,False,True,True,out-of-control
2240,1991-12-13,1992-01-11,Michael Harris MD,Nicole Payne,28.71271,77.656,Pilkhua,IN,Kolkata,False,False,True,fleeing
2241,1995-07-08,1995-07-12,Robert Hill,Austin Williams,35.50056,117.63083,Pingyi,CN,Shanghai,False,True,True,paranoid
2242,1993-02-03,1993-04-02,Taylor Campos MD,Michelle Green,27.0174,49.62251,Al Jubayl,SA,Riyadh,False,False,True,confessing
2243,2017-10-26,2017-12-10,Jonathan Barrett,Sarah Green,-7.51611,109.05389,Wangon,ID,Jakarta,False,True,True,confessing
2244,1987-10-05,1987-11-25,Kristen Santiago,Victoria Rodriguez,32.61603,44.02488,Karbala,IQ,Baghdad,False,False,False,out-of-control
2245,1997-04-23,1997-06-05,Michael Neal,Jason Berg,31.92923,34.86563,Ramla,IL,Jerusalem,False,True,True,lonely
2246,2019-08-23,2019-10-05,Michael Dyer,Sara Chavez,13.65805,102.56365,Paoy Paet,KH,Phnom Penh,False,False,True,complaining
2247,2013-02-12,2013-03-26,Robert Bailey,Brian Velasquez,27.85,112.9,Xiangtan,CN,Shanghai,True,False,True,paranoid
2248,2003-08-16,2003-09-02,Thomas Washington,William Barton,4.88441,101.96857,Gua Musang,MY,Kuala Lumpur,False,False,True,fleeing
2249,1987-06-10,1987-07-04,Kathryn Clark,Erin Ray,3.3285,99.1625,Tebingtinggi,ID,Jakarta,False,False,True,oblivious
2250,2021-08-30,2021-09-27,Terri Anderson,Jeremy Moran,22.83957,91.84128,Manikchari,BD,Dhaka,False,True,True,evasive
2251,1992-09-16,1992-11-01,Charlotte Jones,Sandra Ramos,53.14657,140.72287,Nikolayevsk-on-Amure,RU,Vladivostok,False,True,True,lonely
2252,2005-05-14,2005-06-25,Randy Hudson,Joseph Arellano,21.59983,71.21169,Amreli,IN,Kolkata,False,True,True,confessing
2253,1993-01-20,1993-03-17,Alan Chavez,Kaitlyn Johns,45.47885,133.42825,Lesozavodsk,RU,Vladivostok,False,True,True,insulting
2254,1985-12-06,1985-12-22,Jerry Montgomery,Alexandra Jones,24.81757,84.63445,Rafiganj,IN,Kolkata,False,False,True,fleeing
2255,2013-06-19,2013-08-05,Jake Kemp,Jerry Cruz,24.28859,116.11768,Meizhou,CN,Shanghai,False,True,False,accusatory
2256,1988-03-02,1988-04-27,Anthony Simmons,Bradley Ewing,14.0823,98.19151,Dawei,MM,Yangon,False,False,True,injured
2257,1999-04-17,1999-06-05,Jordan Harmon,William Wood,26.44931,91.61356,Rangia,IN,Kolkata,False,True,True,friendly
2258,1988-03-21,1988-04-06,Sherri Romero,Emily Brown,25.49043,85.94001,Teghra,IN,Kolkata,False,True,True,scared
2259,2003-05-06,2003-05-27,Austin Cox,Pamela Gonzales,3.31332,117.59152,Tarakan,ID,Makassar,False,True,True,silent
2260,1999-12-29,2000-01-29,Teresa Harper,Karen Keller MD,41.09822,120.74792,Nanpiao,CN,Shanghai,False,True,True,insulting
2261,2015-07-28,2015-08-07,Monica Moody,Christopher Morrison,47.90771,106.88324,Ulan Bator,MN,Ulaanbaatar,False,False,True,sad
2262,2020-03-29,2020-04-07,Cheryl Rios,Gerald Green,30.35028,112.19028,Jingzhou,CN,Shanghai,False,True,True,fleeing
2263,1996-12-04,1997-02-01,Tyler Davidson,Megan West,24.81757,84.63445,Rafiganj,IN,Kolkata,False,True,True,panicking
2264,2021-07-22,2021-08-29,Sheri Kennedy,Crystal Kelly,16.06213,76.0586,Hungund,IN,Kolkata,False,False,True,confessing
2265,2004-06-23,2004-07-10,Michael Bowers,Jesse Boyd,16.06213,76.0586,Hungund,IN,Kolkata,False,True,True,talkative
2266,1986-04-26,1986-04-26,Jacob Morrison,Brett Scott,18.18158,76.03889,Osmanabad,IN,Kolkata,False,True,True,injured
2267,2005-12-17,2006-02-14,Joseph Martin,Christina Krause,36.21544,65.93249,Sar-e Pul,AF,Kabul,True,False,True,over-complimenting
2268,2002-04-30,2002-05-15,Joshua Jones,Ryan Watkins,-7.01833,107.60389,Pameungpeuk,ID,Jakarta,False,False,True,insulting
2269,1995-01-05,1995-01-09,Yvonne Harris,Victor Tapia,-7.51611,109.05389,Wangon,ID,Jakarta,False,False,True,over-complimenting
2270,1986-02-08,1986-03-23,Emily Simon MD,Darrell Crawford,25.49043,85.94001,Teghra,IN,Kolkata,False,True,True,hostile
2271,2022-05-16,2022-06-06,Christopher Webb,Gregory Moore,32.54278,111.50861,Danjiangkou,CN,Shanghai,False,True,True,insulting
2272,1999-08-12,1999-09-20,Gary Taylor,Ashley Davis,33.86419,48.26258,Aleshtar,IR,Tehran,True,False,True,silent
2273,2012-12-18,2013-01-15,Lisa Weber,Lacey Brown,34.61667,135.6,Yao,JP,Tokyo,False,False,True,paranoid
2274,2004-03-01,2004-04-03,Erik Burton,Jessica Duran,-1.26424,104.09701,Simpang,ID,Jakarta,False,False,True,friendly
2275,2005-06-19,2005-07-15,Ruth Alvarado,Shannon Camacho,16.68911,98.50893,Myawadi,MM,Yangon,False,False,True,hostile
2276,1987-04-12,1987-04-22,Jason Mccall,William Joseph,27.92333,118.53333,Pucheng,CN,Shanghai,False,False,True,unhappy
2277,1992-01-12,1992-01-21,Sarah Ramirez,Jeffrey Johnson,16.06213,76.0586,Hungund,IN,Kolkata,False,True,True,panicking
2278,1986-07-06,1986-07-29,Steven Allen,Joshua Guzman,12.37169,123.62494,Masbate,PH,Manila,False,False,True,fleeing
2279,1986-03-07,1986-03-27,Jeffrey Silva,Emily Santana,31.96258,73.97117,Naushahra Virkan,PK,Karachi,False,True,True,confessing
2280,1996-08-01,1996-09-19,Christina King,Jessica Conway,31.28092,74.85849,Patti,IN,Kolkata,False,False,True,scared
2281,2015-05-13,2015-06-23,Thomas Harris,Bryce Alvarado,40.93333,73.0,Jalal-Abad,KG,Bishkek,False,True,True,sad
2282,1988-06-07,1988-07-05,Ryan Harris,Vincent Cooper,51.82721,107.60627,Ulan-Ude,RU,Irkutsk,False,True,True,over-complimenting
2283,2016-06-19,2016-07-12,Alexis Pittman,Christina Ball,12.95629,78.27539,Robertsonpet,IN,Kolkata,False,True,True,evasive
2284,1994-04-03,1994-05-03,Anita Nguyen,Michael Maynard,51.78771,56.36091,Saraktash,RU,Yekaterinburg,False,False,True,confessing
2285,1988-03-12,1988-04-09,Crystal Cortez,Brandy Mendez,24.05979,77.40858,Leteri,IN,Kolkata,False,True,True,complaining
2286,2007-09-06,2007-10-02,John Washington,Nancy White,32.55531,76.12647,Chamba,IN,Kolkata,False,False,True,fleeing
2287,2012-05-25,2012-05-29,Jennifer Jennings,Jesse Boyd,38.45598,48.87498,Astara,AZ,Baku,False,True,True,lonely
2288,2018-02-10,2018-03-06,Jennifer Murray,Alexandra Jones,8.56697,123.33471,Dipolog,PH,Manila,False,False,True,panicking
2289,1990-06-05,1990-07-07,Michelle Lopez MD,Miranda Lester,16.0438,120.4861,Manaoag,PH,Manila,True,False,False,scared
2290,1993-06-19,1993-06-25,Jaclyn Williams,Alicia Harper,13.44581,101.18445,Phanat Nikhom,TH,Bangkok,False,True,True,fleeing
2291,2009-08-21,2009-10-04,Nicole Ford,David Zamora,-7.0981,109.3243,Randudongkal,ID,Jakarta,True,False,True,insulting
2292,2019-09-18,2019-10-30,Ryan Singh,Shelley Bullock,18.51957,73.85535,Pune,IN,Kolkata,False,True,True,silent
2293,2013-06-26,2013-06-26,Helen Parks,Kathleen Hicks,35.82756,137.95378,Ina,JP,Tokyo,False,True,True,scared
2294,2011-04-03,2011-05-17,Justin Wilson,Glen Walker,35.815,139.6853,Shimotoda,JP,Tokyo,False,True,True,lonely
2295,2016-07-07,2016-08-11,Nicole Davis,Joseph Arellano,25.87498,86.59611,Saharsa,IN,Kolkata,False,True,True,paranoid
2296,2017-12-15,2017-12-22,Michelle Clark DVM,Jeffery Lee,6.9909,79.883,Hendala,LK,Colombo,False,True,True,confessing
2297,1989-04-07,1989-05-18,Herbert Moran,Jeanne Green,31.39547,34.75699,Rahat,IL,Jerusalem,True,True,True,tense
2298,2016-02-04,2016-02-16,Rebecca Rogers,Ryan Wilkinson,10.12268,77.54372,Periyakulam,IN,Kolkata,False,True,True,hostile
2299,2009-07-20,2009-08-02,Taylor Torres,Rachel Barnes,34.56861,105.89333,Beidao,CN,Shanghai,False,False,True,unhappy
2300,1988-12-18,1989-01-20,Eric Parker,Gabriel Jones,14.14989,121.3152,Calauan,PH,Manila,False,True,True,friendly
2301,2016-08-23,2016-09-23,Susan Parker,Brooke Crawford,11.50526,77.23826,Sathyamangalam,IN,Kolkata,False,False,True,scared
2302,1999-03-20,1999-04-05,Michael Williams,Jesse Boyd,36.24624,139.07204,Fujioka,JP,Tokyo,True,True,True,talkative
2303,1998-08-13,1998-09-09,Isabel Walters,Tracy Blackwell,10.13361,124.84472,Maasin,PH,Manila,False,True,True,evasive
2304,2004-01-08,2004-02-15,Kevin Miller,Sarah Green,-6.91806,106.92667,Sukabumi,ID,Jakarta,False,False,True,scared
2305,2012-01-18,2012-01-29,Lindsey Perez,Jennifer Hernandez,27.92333,118.53333,Pucheng,CN,Shanghai,True,False,True,unhappy
2306,2015-01-07,2015-02-12,Robert Bradford,Michelle Jarvis,47.83333,59.6,Shalqar,KZ,Aqtobe,False,True,True,out-of-control
2307,2014-04-04,2014-05-13,Jennifer Suarez,Emily Mccoy,12.37169,123.62494,Masbate,PH,Manila,True,True,True,evasive
2308,1992-01-06,1992-03-02,Madeline Morgan,Hannah Palmer,15.46063,99.89166,Thap Than,TH,Bangkok,False,True,True,evasive
2309,1985-05-20,1985-07-01,Philip Wise,Hannah Palmer,23.9028,89.11943,Kushtia,BD,Dhaka,False,False,True,complaining
2310,2009-10-11,2009-10-20,Kimberly Mills,Hannah Palmer,15.79408,104.1451,Yasothon,TH,Bangkok,False,False,False,injured
2311,1993-01-04,1993-01-30,Michael Thomas,Evelyn Hines,29.22254,79.5286,Haldwani,IN,Kolkata,False,True,True,oblivious
2312,2008-11-19,2009-01-10,Craig Dickson,Judith Meyer,44.85278,65.50917,Kyzylorda,KZ,Qyzylorda,False,False,True,insulting
2313,2009-03-27,2009-05-06,Jessica Noble,Angel Gonzales,-8.43333,114.33333,Muncar,ID,Jakarta,False,True,True,sad
2314,2005-09-30,2005-10-21,Hayley Stewart,Jessica Duran,26.32293,91.00632,Barpeta,IN,Kolkata,False,True,True,worried
2315,1993-12-30,1994-02-12,Mackenzie Torres,Patricia Hall,42.64031,125.51176,Dongfeng,CN,Shanghai,False,True,True,out-of-control
2316,1995-12-26,1996-02-07,Melissa Wright,Garrett Martinez,-3.5403,118.9707,Majene,ID,Makassar,False,False,True,paranoid
2317,2010-01-26,2010-03-10,Monica Carrillo,Alexandra Jones,11.12018,76.11996,Manjeri,IN,Kolkata,False,False,True,confessing
2318,2008-02-21,2008-04-17,Sabrina Krueger,Matthew Young,33.4425,129.96972,Karatsu,JP,Tokyo,True,True,True,complaining
2319,2002-01-23,2002-03-23,William Hamilton,Anthony Hamilton,-7.01833,107.60389,Pameungpeuk,ID,Jakarta,False,True,True,complaining
2320,2005-06-18,2005-07-21,Troy Simmons,Sarah Peters,-8.43333,114.33333,Muncar,ID,Jakarta,False,True,True,paranoid
2321,1993-12-05,1993-12-29,Brian Macdonald,William Gallagher,25.87498,86.59611,Saharsa,IN,Kolkata,False,True,True,hostile
2322,2018-07-01,2018-07-21,Gregory Henson,Caleb Cook,31.78336,35.23388,East Jerusalem,PS,Hebron,False,True,True,fleeing
2323,2017-08-04,2017-09-14,Lisa Flores,Angel Payne,29.22254,79.5286,Haldwani,IN,Kolkata,False,True,True,complaining
2324,2021-01-02,2021-02-21,Kathleen Chen,Lauren Johnson,21.46527,83.97573,Sambalpur,IN,Kolkata,False,True,True,oblivious
2325,2007-03-08,2007-03-27,Elizabeth Ramirez,Kristin Werner,33.4425,129.96972,Karatsu,JP,Tokyo,False,True,True,unhappy
2326,2004-07-27,2004-08-28,Carrie Butler,Matthew Wagner,18.51957,73.85535,Pune,IN,Kolkata,False,True,True,out-of-control
2327,1991-10-13,1991-11-19,Mark Smith,Mallory Wu,30.46907,70.96699,Kot Addu,PK,Karachi,False,True,False,complaining
2328,2008-03-16,2008-04-19,Colton Watson,Ryan Wilkinson,12.35275,121.06761,San Jose,PH,Manila,True,True,True,out-of-control
2329,2002-06-21,2002-08-07,Spencer Patrick,Kimberly Perez,10.58806,77.24779,Udumalaippettai,IN,Kolkata,False,False,True,confessing
2330,1992-11-01,1992-11-23,Ashley Adams,Charles Moran,24.28859,116.11768,Meizhou,CN,Shanghai,False,True,False,unhappy
2331,2014-02-16,2014-04-13,Sean Sims,Marie Hill,16.68911,98.50893,Myawadi,MM,Yangon,False,True,True,happy
2332,1998-04-06,1998-05-11,Anne Barrera,Sherry Aguilar,27.34089,117.4831,Shaowu,CN,Shanghai,False,True,True,fleeing
2333,1995-05-03,1995-05-27,Phyllis Campbell,Kyle Thomas,25.87498,86.59611,Saharsa,IN,Kolkata,False,True,True,complaining
2334,2015-10-23,2015-11-26,Lauren Henderson,Angel Gonzales,23.9028,89.11943,Kushtia,BD,Dhaka,False,False,True,insulting
2335,1993-08-01,1993-09-12,Margaret Guerrero,David Zamora,34.08565,74.80555,Srinagar,IN,Kolkata,False,True,False,oblivious
2336,2000-02-28,2000-04-15,Ricky Rodriguez,Pamela Gonzales,14.37395,100.48528,Bang Ban,TH,Bangkok,False,False,True,evasive
2337,1999-03-08,1999-04-11,Mark Thompson,James Williams,31.82539,72.54064,Sillanwali,PK,Karachi,True,True,True,lonely
2338,2016-12-07,2017-01-24,Matthew Evans,Stephanie Brooks,22.75218,72.68533,Kheda,IN,Kolkata,False,True,True,worried
2339,1993-05-17,1993-07-14,Daniel Marks,Wesley Horton,35.95664,36.7138,Binnish,SY,Damascus,False,True,False,tense
2340,1985-07-17,1985-08-03,Stephen Lowery,Christian Moore,33.37526,74.3092,Rajaori,IN,Kolkata,False,False,True,fleeing
2341,1993-02-09,1993-03-06,Tony Cantu,Eric French,51.4781,57.3552,Kuvandyk,RU,Yekaterinburg,False,True,True,unhappy
2342,1996-01-28,1996-01-30,Katelyn Keith,Christopher Ross,28.92694,78.23456,Bachhraon,IN,Kolkata,False,False,True,sad
2343,1998-04-02,1998-05-13,Richard Chaney,Patricia Miller,40.66482,122.22833,Yingkou,CN,Shanghai,False,True,True,hostile
2344,2014-06-20,2014-08-14,Andrew Thompson,Jacob Carlson,34.25,135.31667,Iwade,JP,Tokyo,False,True,True,paranoid
2345,2003-07-12,2003-08-16,Andrew Lee,Beth Cuevas,37.19723,122.05228,Tianfu,CN,Shanghai,False,False,True,panicking
2346,1990-03-14,1990-03-14,Andrew Moore,Angela Johnson,24.05979,77.40858,Leteri,IN,Kolkata,False,True,True,complaining
2347,2017-03-18,2017-04-02,Vanessa Maynard,Dennis Flores,18.18158,76.03889,Osmanabad,IN,Kolkata,False,False,True,accusatory
2348,1992-06-04,1992-07-08,Michelle Lee,Denise Kramer,-7.51611,109.05389,Wangon,ID,Jakarta,False,True,True,confessing
2349,2010-05-24,2010-06-05,Crystal Evans,Larry Wiggins,26.76628,83.36889,Gorakhpur,IN,Kolkata,False,True,True,sad
2350,2007-03-21,2007-05-05,Christopher Molina,Larry Braun,5.90702,116.10146,Donggongon,MY,Kuching,False,False,True,out-of-control
2351,2007-08-14,2007-08-20,Jamie Gomez,Elizabeth Cooper,34.8825,128.62667,Sinhyeon,KR,Seoul,False,False,True,worried
2352,1985-06-27,1985-07-15,Kimberly Wilkins,Lindsey Hoover,58.23583,92.48278,Lesosibirsk,RU,Krasnoyarsk,False,True,True,panicking
2353,2020-06-12,2020-07-17,Chelsea Dominguez,Michael Sims,12.37169,123.62494,Masbate,PH,Manila,False,False,True,over-complimenting
2354,1994-05-31,1994-06-25,Robert Miller,Julie Lopez,31.92923,34.86563,Ramla,IL,Jerusalem,False,False,True,complaining
2355,1997-03-08,1997-04-08,Denise King,Belinda Thompson,33.78333,114.51667,Wacheng,CN,Shanghai,False,False,True,accusatory
2356,2011-03-22,2011-05-12,Nicholas Mathis,Christina Ball,25.87498,86.59611,Saharsa,IN,Kolkata,False,True,True,over-complimenting
2357,2010-04-28,2010-06-26,Gregg Reed,Steven Lee,21.59983,71.21169,Amreli,IN,Kolkata,False,True,True,evasive
2358,1993-03-23,1993-05-13,Brian Newman,Susan Bowers,5.4709,100.24529,Batu Feringgi,MY,Kuala Lumpur,False,True,True,tense
2359,2011-11-26,2012-01-08,Laura Brown,Caleb Cook,18.18158,76.03889,Osmanabad,IN,Kolkata,True,False,True,fleeing
2360,2013-10-13,2013-11-29,Joshua Heath,Eric Roberts,35.30889,139.55028,Kamakura,JP,Tokyo,False,False,True,friendly
2361,1988-09-28,1988-10-13,Carolyn Kelly,Kimberly Gibson,-8.43333,114.33333,Muncar,ID,Jakarta,False,True,True,talkative
2362,2008-07-17,2008-08-27,Danielle Allen,Vincent Cooper,56.9083,60.8019,Beryozovsky,RU,Yekaterinburg,False,False,True,lonely
2363,2016-05-08,2016-07-03,Christopher Robinson,Alexandra Jones,9.57046,76.32756,Kalavoor,IN,Kolkata,False,True,True,panicking
2364,2018-03-18,2018-03-19,Douglas Chung,Jacob Salazar,6.25947,102.05461,Tak Bai,TH,Bangkok,True,True,True,evasive
2365,2020-02-22,2020-03-08,Anthony Torres,Michael Webb,27.34089,117.4831,Shaowu,CN,Shanghai,True,True,True,unhappy
2366,1995-06-20,1995-08-10,Kristi Murray,Eric French,28.92694,78.23456,Bachhraon,IN,Kolkata,False,True,True,confessing
2367,2009-02-11,2009-02-23,Cameron Reed,Tammy Lutz,11.93381,79.82979,Puducherry,IN,Kolkata,False,True,True,happy
2368,2011-01-26,2011-03-04,Lisa Cannon,Kayla Klein,30.81383,75.16878,Moga,IN,Kolkata,False,True,False,complaining
2369,2002-10-18,2002-12-01,David Turner,Lindsey Wheeler,35.6803,51.0193,Shahre Jadide Andisheh,IR,Tehran,False,False,True,unhappy
2370,1994-03-07,1994-03-13,Caitlyn Morales,Sarah Green,9.57046,76.32756,Kalavoor,IN,Kolkata,False,True,False,lonely
2371,1998-07-29,1998-08-17,Erin Thornton,Kari Chandler,30.46907,70.96699,Kot Addu,PK,Karachi,False,True,True,worried
2372,1998-08-19,1998-08-25,Christine Caldwell,John Barr,45.35,126.28333,Shuangcheng,CN,Shanghai,False,True,True,fleeing
2373,2017-11-12,2018-01-02,Bradley Perez,Jason Mccarthy,26.32293,91.00632,Barpeta,IN,Kolkata,False,True,True,worried
2374,1997-11-18,1998-01-09,Daniel Garcia,Melvin Hansen,36.64852,51.49621,Nowshahr,IR,Tehran,True,False,True,panicking
2375,1997-04-16,1997-05-04,Carlos Carter,Julia Cannon,55.8736,85.4265,Yashkino,RU,Novokuznetsk,False,True,True,injured
2376,2005-01-23,2005-03-20,Jonathan Taylor,Miranda Lester,14.62578,121.12251,Antipolo,PH,Manila,False,True,True,hostile
2377,2001-08-27,2001-09-04,Ashley Miller,Adam Montes,28.88162,120.03308,Guli,CN,Shanghai,False,True,True,injured
2378,2003-04-27,2003-05-29,Angela Mcdonald,Dana Parker,35.6803,51.0193,Shahre Jadide Andisheh,IR,Tehran,False,True,True,panicking
2379,1999-03-31,1999-05-13,Stephen Evans,Mr. Shannon Sharp,25.92493,73.66633,Sojat,IN,Kolkata,False,True,True,panicking
2380,1996-12-31,1997-01-12,Kathryn Moore,Carrie Boone,14.53767,46.83187,Ataq,YE,Aden,False,True,True,friendly
2381,1996-08-09,1996-08-25,Rebecca Smith,Sarah Green,35.64889,117.27583,Sishui,CN,Shanghai,False,True,True,unhappy
2382,1991-06-07,1991-06-11,Larry James,Rachel Lucas,24.28859,116.11768,Meizhou,CN,Shanghai,False,True,True,accusatory
2383,2007-08-03,2007-09-06,Julie Hutchinson,John Hayes,6.84019,79.87116,Dehiwala-Mount Lavinia,LK,Colombo,False,True,True,unhappy
2384,1990-10-06,1990-11-10,Nathan Young,Larry King,15.5439,73.7553,Calangute,IN,Kolkata,False,True,True,tense
2385,2019-09-02,2019-09-05,Charles Fowler,Mark Valenzuela,28.98002,77.70636,Meerut,IN,Kolkata,False,False,True,confessing
2386,2022-05-02,2022-06-17,Derek Clements,Sheri Chapman,9.82564,78.25795,Tiruppuvanam,IN,Kolkata,False,False,True,out-of-control
2387,2004-11-09,2004-12-20,Jeffrey Bridges,Kevin Evans,34.81667,137.4,Toyokawa,JP,Tokyo,False,True,True,confessing
2388,2003-04-09,2003-05-18,Chris Oconnell DDS,David Wagner,25.75728,75.37991,Deoli,IN,Kolkata,False,True,True,friendly
2389,2004-06-19,2004-06-19,Jason Dyer,Ernest Spencer,12.1277,78.15794,Dharmapuri,IN,Kolkata,False,False,True,paranoid
2390,2008-09-09,2008-09-13,Madison Holden,Victoria Rodriguez,15.72892,120.57224,Burgos,PH,Manila,False,False,True,happy
2391,2006-10-15,2006-10-17,Amber Ryan,Sharon Young,32.17629,75.06583,Fazilpur,PK,Karachi,True,True,False,paranoid
2392,2004-08-02,2004-08-09,Pamela Ruiz,Jennifer Cook,35.30889,139.55028,Kamakura,JP,Tokyo,False,True,True,talkative
2393,2005-12-30,2006-01-29,Erik Walker,Kim Dyer,44.85278,65.50917,Kyzylorda,KZ,Qyzylorda,False,True,True,sad
2394,1997-11-28,1998-01-22,Danielle Scott,Lindsey Hoover,36.82167,128.63083,Eisen,KR,Seoul,False,False,True,lonely
2395,1994-06-29,1994-07-10,Anthony Phelps,Taylor Robinson,15.46063,99.89166,Thap Than,TH,Bangkok,False,True,True,paranoid
2396,1987-12-12,1988-01-08,Brandi Rush,Casey Weber,17.34769,78.55757,Lal Bahadur Nagar,IN,Kolkata,False,False,True,evasive
2397,1996-07-29,1996-08-22,Pamela Li,Dr. John Webb DVM,34.75856,136.13108,Ueno-ebisumachi,JP,Tokyo,False,False,True,happy
2398,2019-11-14,2020-01-08,Kimberly Hoffman,Katelyn Cook,31.64615,120.74221,Changshu City,CN,Shanghai,False,False,True,panicking
2399,1993-02-10,1993-03-30,Christina Ward,Leslie Anderson,47.46657,84.87144,Zaysan,KZ,Almaty,False,True,True,complaining
2400,2020-03-09,2020-05-02,Richard Hall,John Turner,45.35,126.28333,Shuangcheng,CN,Shanghai,False,False,True,happy
2401,2002-10-19,2002-11-30,Ashley Harris,Victor Tapia,0.51667,101.44167,Pekanbaru,ID,Jakarta,False,True,True,unhappy
2402,1999-11-11,1999-12-23,Adrienne Rodriguez,Michael Higgins,25.6439,77.9129,Narwar,IN,Kolkata,False,False,True,talkative
2403,2002-07-17,2002-08-25,Katherine Robles,Jane Huff,35.30889,139.55028,Kamakura,JP,Tokyo,False,True,True,accusatory
2404,2012-05-20,2012-06-14,Allison Finley,Destiny Peterson,25.49043,85.94001,Teghra,IN,Kolkata,False,False,True,lonely
2405,2002-07-28,2002-08-18,Jennifer Montes,Austin Williams,14.8361,120.97844,Guyong,PH,Manila,False,False,True,fleeing
2406,2001-05-28,2001-06-18,Mary Jackson,Joshua Reed,24.05979,77.40858,Leteri,IN,Kolkata,True,True,True,worried
2407,2002-01-21,2002-02-04,Kayla Smith,Chloe Harris,13.65805,102.56365,Paoy Paet,KH,Phnom Penh,False,False,True,tense
2408,2021-05-31,2021-06-09,Matthew Frank,Michael Higgins,29.21399,78.95693,Kashipur,IN,Kolkata,False,True,True,insulting
2409,2000-01-18,2000-01-20,Brett Jones,Brian Torres,5.4709,100.24529,Batu Feringgi,MY,Kuala Lumpur,False,False,True,scared
2410,2003-02-23,2003-03-07,Adam Munoz,Matthew Wagner,35.06667,135.21667,Sasayama,JP,Tokyo,False,False,True,lonely
2411,1985-08-06,1985-08-31,Allen Hernandez,Valerie Griffin,58.63667,59.80222,Lesnoy,RU,Yekaterinburg,False,False,True,over-complimenting
2412,2012-09-25,2012-10-03,Marissa Wallace,Angela Johnson,28.88162,120.03308,Guli,CN,Shanghai,True,True,False,paranoid
2413,1992-03-06,1992-04-11,Sarah Colon,Sarah Green,43.82634,144.09638,Motomachi,JP,Tokyo,False,True,True,talkative
2414,2006-07-02,2006-08-28,Gregory Morris,Richard Green,18.18158,76.03889,Osmanabad,IN,Kolkata,False,True,True,out-of-control
2415,1992-05-31,1992-06-27,Brandy Fernandez,Erik Gibson,3.3285,99.1625,Tebingtinggi,ID,Jakarta,False,True,True,panicking
2416,1991-12-28,1992-01-31,Tracy Gray,Alexis Conway PhD,30.29184,71.67164,Qadirpur Ran,PK,Karachi,False,False,True,injured
2417,2020-06-14,2020-07-01,Robin Poole,Candice Johnson,32.87533,71.57118,Daud Khel,PK,Karachi,False,False,True,hostile
2418,2004-01-15,2004-02-08,Nathaniel Gutierrez,Stephen Graham,13.65805,102.56365,Paoy Paet,KH,Phnom Penh,False,False,True,talkative
2419,2009-06-19,2009-06-27,Suzanne Malone,Darlene Pitts,31.64615,120.74221,Changshu City,CN,Shanghai,False,True,False,injured
2420,1986-02-28,1986-03-07,Amanda Woodward,Richard Harris,13.44581,101.18445,Phanat Nikhom,TH,Bangkok,False,True,True,friendly
2421,1988-04-08,1988-04-23,Brian Smith,Dean Martinez,22.75218,72.68533,Kheda,IN,Kolkata,False,False,True,happy
2422,1995-04-27,1995-06-10,Samantha Fitzpatrick,William Joseph,16.06213,76.0586,Hungund,IN,Kolkata,False,False,True,hostile
2423,1991-03-08,1991-04-26,Eric Decker,Leslie Anderson,6.9909,79.883,Hendala,LK,Colombo,False,True,False,paranoid
2424,2018-02-21,2018-04-02,Elizabeth Johnson,Alexa Flores,35.64889,117.27583,Sishui,CN,Shanghai,False,True,True,worried
2425,2003-11-29,2003-12-27,David Thomas,Lauren Mccoy,35.815,139.6853,Shimotoda,JP,Tokyo,False,True,True,accusatory
2426,2003-01-04,2003-01-05,Sarah Brock,Melinda Evans,24.28859,116.11768,Meizhou,CN,Shanghai,False,True,True,over-complimenting
